Sample,Courant,Pose
688,1.84,0.99
689,1.84,0.99
690,1.84,0.99
691,1.85,0.99
692,1.85,0.99
693,1.85,0.99
694,1.85,0.99
695,1.85,0.99
696,1.84,0.99
697,1.85,0.99
698,1.85,0.99
699,1.85,0.99
700,1.85,0.99
701,1.85,0.99
702,1.85,0.99
703,1.85,0.99
704,1.85,0.99
705,1.85,0.99
706,1.85,0.99
707,1.85,0.99
708,1.85,0.99
709,1.85,0.99
710,1.85,0.99
711,1.85,0.99
712,1.85,0.99
713,1.85,0.99
714,1.85,0.99
715,1.85,0.99
716,1.85,0.99
717,1.85,0.99
718,1.85,0.99
719,1.85,0.99
720,1.85,0.99
721,1.85,0.99
722,1.85,0.99
723,1.85,0.99
724,1.86,0.99
725,1.86,0.99
726,1.86,0.99
727,1.86,0.99
728,1.86,0.99
729,1.85,0.99
730,1.86,0.99
731,1.86,0.99
732,1.86,0.99
733,1.85,0.99
734,1.86,0.99
735,1.85,0.99
736,1.86,0.99
737,1.86,0.99
738,1.86,0.99
739,1.86,0.99
740,1.86,0.99
741,1.86,0.99
742,1.87,0.99
743,1.86,0.99
744,1.87,0.99
745,1.86,0.99
746,1.87,0.99
747,1.87,0.99
748,1.87,0.99
749,1.87,0.99
750,1.87,0.99
751,1.87,0.99
752,1.87,0.99
753,1.87,0.99
754,1.87,0.99
755,1.87,0.99
756,1.87,0.99
757,1.87,0.99
758,1.87,0.99
759,1.87,0.99
760,1.87,0.99
761,1.87,0.99
762,1.87,0.99
763,1.87,0.99
764,1.87,0.99
765,1.87,0.99
766,1.87,0.99
767,1.87,0.99
768,1.87,0.99
769,1.87,0.99
770,1.87,0.99
771,1.87,0.99
772,1.87,0.99
773,1.87,0.99
774,1.87,0.99
775,1.87,0.99
776,1.87,0.99
777,1.87,0.99
778,1.87,0.99
779,1.87,0.99
780,1.87,0.99
781,1.87,0.99
782,1.88,0.99
783,1.88,0.99
784,1.88,0.99
785,1.88,0.99
786,1.88,0.99
787,1.88,0.99
788,1.88,0.99
789,1.88,0.99
790,1.88,0.99
791,1.88,0.99
792,1.88,0.99
793,1.88,0.99
794,1.88,0.99
795,1.88,0.99
796,1.88,0.99
797,1.88,0.99
798,1.89,0.99
799,1.88,0.99
800,1.88,0.99
801,1.89,0.99
802,1.89,0.99
803,1.89,0.99
804,1.89,0.99
805,1.89,0.99
806,1.88,0.99
807,1.89,0.99
808,1.89,0.99
809,1.89,0.99
810,1.89,0.99
811,1.89,0.99
812,1.89,0.99
813,1.89,0.99
814,1.89,0.99
815,1.89,0.99
816,1.89,0.99
817,1.89,0.99
818,1.89,0.99
819,1.89,0.99
820,1.89,0.99
821,1.89,0.99
822,1.89,0.99
823,1.89,0.99
824,1.89,0.99
825,1.89,0.99
826,1.89,0.99
827,1.89,0.99
828,1.89,0.99
829,1.89,0.99
830,1.89,0.99
831,1.89,0.99
832,1.89,0.99
833,1.89,0.99
834,1.89,0.99
835,1.89,0.99
836,1.9,0.99
837,1.9,0.99
838,1.89,0.99
839,1.9,0.99
840,1.9,0.99
841,1.9,0.99
842,1.9,0.99
843,1.9,0.99
844,1.9,0.99
